Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Appointment_Form,Chrome 125.0.0.0,,,26-05-2024 21:51:29,26-05-2024 21:52:58,1m - 28.566s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Appointment_Form,Chrome 125.0.0.0,,,26-05-2024 21:51:30,26-05-2024 21:51:50,20.541s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,26-05-2024 21:51:31,26-05-2024 21:51:34,3.389s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 125.0.0.0,,,26-05-2024 21:51:34,26-05-2024 21:51:37,3.540s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 125.0.0.0,,,26-05-2024 21:51:37,26-05-2024 21:51:40,2.426s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 125.0.0.0,,,26-05-2024 21:51:40,26-05-2024 21:51:41,0.982s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 125.0.0.0,,,26-05-2024 21:51:41,26-05-2024 21:51:43,2.011s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_Make Appointment                       _4e05d4""))",Chrome 125.0.0.0,,,26-05-2024 21:51:43,26-05-2024 21:51:44,0.993s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Make Appointment""), ""Make Appointment"")",Chrome 125.0.0.0,,,26-05-2024 21:51:44,26-05-2024 21:51:45,1.168s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""))",Chrome 125.0.0.0,,,26-05-2024 21:51:45,26-05-2024 21:51:46,0.892s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_Medicare                               _cb3988""))",Chrome 125.0.0.0,,,26-05-2024 21:51:46,26-05-2024 21:51:47,1.047s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 125.0.0.0,,,26-05-2024 21:51:47,26-05-2024 21:51:48,0.679s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""))",Chrome 125.0.0.0,,,26-05-2024 21:51:48,26-05-2024 21:51:49,1.015s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 125.0.0.0,,,26-05-2024 21:51:49,26-05-2024 21:51:50,1.041s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,26-05-2024 21:51:50,26-05-2024 21:51:50,0.616s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Appointment_Form_Dropdownlist,Chrome 125.0.0.0,,,26-05-2024 21:51:50,26-05-2024 21:52:06,15.746s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,26-05-2024 21:51:51,26-05-2024 21:51:52,1.755s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 125.0.0.0,,,26-05-2024 21:51:52,26-05-2024 21:51:54,1.746s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 125.0.0.0,,,26-05-2024 21:51:54,26-05-2024 21:51:58,3.804s,PASSED
