Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Login_Form,Chrome 125.0.0.0,,,26-05-2024 21:51:48,26-05-2024 21:52:50,1m - 2.124s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Login_Container,Chrome 125.0.0.0,,,26-05-2024 21:51:48,26-05-2024 21:52:02,13.663s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,26-05-2024 21:51:50,26-05-2024 21:51:55,5.424s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 125.0.0.0,,,26-05-2024 21:51:55,26-05-2024 21:51:58,2.980s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Username""), ""Username"")",Chrome 125.0.0.0,,,26-05-2024 21:51:58,26-05-2024 21:51:59,0.972s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""))",Chrome 125.0.0.0,,,26-05-2024 21:51:59,26-05-2024 21:52:00,0.607s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Password""), ""Password"")",Chrome 125.0.0.0,,,26-05-2024 21:52:00,26-05-2024 21:52:00,0.488s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""))",Chrome 125.0.0.0,,,26-05-2024 21:52:00,26-05-2024 21:52:01,0.811s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 125.0.0.0,,,26-05-2024 21:52:01,26-05-2024 21:52:02,0.594s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,26-05-2024 21:52:02,26-05-2024 21:52:02,0.454s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Demo_Account_Container,Chrome 125.0.0.0,,,26-05-2024 21:52:02,26-05-2024 21:52:10,7.518s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,26-05-2024 21:52:02,26-05-2024 21:52:04,1.591s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 125.0.0.0,,,26-05-2024 21:52:04,26-05-2024 21:52:05,1.268s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_Demo account""))",Chrome 125.0.0.0,,,26-05-2024 21:52:05,26-05-2024 21:52:07,2.111s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Demo account""), ""Demo account"")",Chrome 125.0.0.0,,,26-05-2024 21:52:07,26-05-2024 21:52:08,0.734s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Demo account_form-control""))",Chrome 125.0.0.0,,,26-05-2024 21:52:08,26-05-2024 21:52:09,0.579s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Demo account_form-control_1""))",Chrome 125.0.0.0,,,26-05-2024 21:52:09,26-05-2024 21:52:09,0.496s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,26-05-2024 21:52:09,26-05-2024 21:52:10,0.562s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Login_Empty_Pass,Chrome 125.0.0.0,,,26-05-2024 21:52:10,26-05-2024 21:52:18,8.372s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,26-05-2024 21:52:10,26-05-2024 21:52:12,1.827s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 125.0.0.0,,,26-05-2024 21:52:12,26-05-2024 21:52:13,1.173s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 125.0.0.0,,,26-05-2024 21:52:13,26-05-2024 21:52:16,2.740s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 125.0.0.0,,,26-05-2024 21:52:16,26-05-2024 21:52:17,1.552s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""), ""Login failed! Please ensure the username and password are valid."")",Chrome 125.0.0.0,,,26-05-2024 21:52:17,26-05-2024 21:52:18,0.509s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,26-05-2024 21:52:18,26-05-2024 21:52:18,0.290s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Login_Empty_User_Pass,Chrome 125.0.0.0,,,26-05-2024 21:52:18,26-05-2024 21:52:24,5.655s,PASSED
