Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Appointment_Form,Chrome 124.0.0.0,,,23-05-2024 23:33:38,23-05-2024 23:34:41,1m - 2.793s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Appointment_Form,Chrome 124.0.0.0,,,23-05-2024 23:33:39,23-05-2024 23:33:49,10.768s,PASSED
"openBrowser("""")",Chrome 124.0.0.0,,,23-05-2024 23:33:39,23-05-2024 23:33:42,2.307s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 124.0.0.0,,,23-05-2024 23:33:42,23-05-2024 23:33:44,2.755s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 124.0.0.0,,,23-05-2024 23:33:44,23-05-2024 23:33:45,0.868s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 124.0.0.0,,,23-05-2024 23:33:45,23-05-2024 23:33:46,0.460s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 124.0.0.0,,,23-05-2024 23:33:46,23-05-2024 23:33:47,1.010s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_Make Appointment                       _4e05d4""))",Chrome 124.0.0.0,,,23-05-2024 23:33:47,23-05-2024 23:33:47,0.451s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Make Appointment""), ""Make Appointment"")",Chrome 124.0.0.0,,,23-05-2024 23:33:47,23-05-2024 23:33:47,0.336s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""))",Chrome 124.0.0.0,,,23-05-2024 23:33:47,23-05-2024 23:33:48,0.306s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_Medicare                               _cb3988""))",Chrome 124.0.0.0,,,23-05-2024 23:33:48,23-05-2024 23:33:48,0.328s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 124.0.0.0,,,23-05-2024 23:33:48,23-05-2024 23:33:48,0.304s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""))",Chrome 124.0.0.0,,,23-05-2024 23:33:48,23-05-2024 23:33:49,0.334s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 124.0.0.0,,,23-05-2024 23:33:49,23-05-2024 23:33:49,0.303s,PASSED
closeBrowser(),Chrome 124.0.0.0,,,23-05-2024 23:33:49,23-05-2024 23:33:49,0.232s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Appointment_Form_Dropdownlist,Chrome 124.0.0.0,,,23-05-2024 23:33:49,23-05-2024 23:33:57,7.786s,PASSED
"openBrowser("""")",Chrome 124.0.0.0,,,23-05-2024 23:33:49,23-05-2024 23:33:50,0.762s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 124.0.0.0,,,23-05-2024 23:33:50,23-05-2024 23:33:53,2.779s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 124.0.0.0,,,23-05-2024 23:33:53,23-05-2024 23:33:54,0.708s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 124.0.0.0,,,23-05-2024 23:33:54,23-05-2024 23:33:54,0.409s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), Keys.chord(ENTER))",Chrome 124.0.0.0,,,23-05-2024 23:33:54,23-05-2024 23:33:55,1.020s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Seoul CURA Healthcare Center"", true)",Chrome 124.0.0.0,,,23-05-2024 23:33:55,23-05-2024 23:33:56,1.009s,PASSED
"verifyOptionPresentByValue(findTestObject(""Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Seoul CURA Healthcare Center"", false, 0)",Chrome 124.0.0.0,,,23-05-2024 23:33:56,23-05-2024 23:33:57,0.706s,PASSED
closeBrowser(),Chrome 124.0.0.0,,,23-05-2024 23:33:57,23-05-2024 23:33:57,0.270s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Appointment_Form_Medical_Program_DateInput,Chrome 124.0.0.0,,,23-05-2024 23:33:57,23-05-2024 23:34:05,7.740s,PASSED
"openBrowser("""")",Chrome 124.0.0.0,,,23-05-2024 23:33:57,23-05-2024 23:33:58,0.825s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 124.0.0.0,,,23-05-2024 23:33:58,23-05-2024 23:34:01,3.402s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 124.0.0.0,,,23-05-2024 23:34:01,23-05-2024 23:34:02,0.715s,PASSED
