Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Something,Chrome 125.0.0.0,,,26-05-2024 21:51:55,26-05-2024 21:52:34,39.745s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Make_Appointment_And_Verify_Info,Chrome 125.0.0.0,,,26-05-2024 21:51:55,26-05-2024 21:52:20,24.719s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,26-05-2024 21:51:56,26-05-2024 21:52:01,4.968s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,26-05-2024 21:52:01,26-05-2024 21:52:04,2.988s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 125.0.0.0,,,26-05-2024 21:52:04,26-05-2024 21:52:06,2.233s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 125.0.0.0,,,26-05-2024 21:52:06,26-05-2024 21:52:08,1.638s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 125.0.0.0,,,26-05-2024 21:52:08,26-05-2024 21:52:09,0.821s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 125.0.0.0,,,26-05-2024 21:52:09,26-05-2024 21:52:11,2.488s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 125.0.0.0,,,26-05-2024 21:52:11,26-05-2024 21:52:13,1.432s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospit_63901f""))",Chrome 125.0.0.0,,,26-05-2024 21:52:13,26-05-2024 21:52:13,0.646s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Medicaid_programs""))",Chrome 125.0.0.0,,,26-05-2024 21:52:13,26-05-2024 21:52:14,0.560s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/span_Visit Date (Required)_glyphicon glyphi_cada34""))",Chrome 125.0.0.0,,,26-05-2024 21:52:14,26-05-2024 21:52:15,0.589s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_31""))",Chrome 125.0.0.0,,,26-05-2024 21:52:15,26-05-2024 21:52:15,0.522s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), ""HetTV"")",Chrome 125.0.0.0,,,26-05-2024 21:52:15,26-05-2024 21:52:16,1.321s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 125.0.0.0,,,26-05-2024 21:52:16,26-05-2024 21:52:18,1.297s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Hongkong CURA Healthcare Center""), ""Hongkong CURA Healthcare Center"")",Chrome 125.0.0.0,,,26-05-2024 21:52:18,26-05-2024 21:52:18,0.446s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Medicaid""), ""Medicaid"")",Chrome 125.0.0.0,,,26-05-2024 21:52:18,26-05-2024 21:52:19,0.337s,PASSED
