Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Something,Chrome 125.0.0.0,,,27-05-2024 22:50:27,27-05-2024 22:50:55,27.552s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Make_Appointment_And_Verify_Info,Chrome 125.0.0.0,,,27-05-2024 22:50:28,27-05-2024 22:50:41,13.877s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,27-05-2024 22:50:28,27-05-2024 22:50:30,1.732s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,27-05-2024 22:50:30,27-05-2024 22:50:33,2.868s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 125.0.0.0,,,27-05-2024 22:50:33,27-05-2024 22:50:33,0.957s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 125.0.0.0,,,27-05-2024 22:50:33,27-05-2024 22:50:34,0.691s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 125.0.0.0,,,27-05-2024 22:50:34,27-05-2024 22:50:35,0.433s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 125.0.0.0,,,27-05-2024 22:50:35,27-05-2024 22:50:36,0.938s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 125.0.0.0,,,27-05-2024 22:50:36,27-05-2024 22:50:37,1.023s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospit_63901f""))",Chrome 125.0.0.0,,,27-05-2024 22:50:37,27-05-2024 22:50:37,0.326s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Medicaid_programs""))",Chrome 125.0.0.0,,,27-05-2024 22:50:37,27-05-2024 22:50:37,0.344s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/span_Visit Date (Required)_glyphicon glyphi_cada34""))",Chrome 125.0.0.0,,,27-05-2024 22:50:37,27-05-2024 22:50:38,0.332s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_31""))",Chrome 125.0.0.0,,,27-05-2024 22:50:38,27-05-2024 22:50:38,0.447s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), ""HetTV"")",Chrome 125.0.0.0,,,27-05-2024 22:50:38,27-05-2024 22:50:39,0.856s,PASSED
