Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Footer,Chrome 125.0.0.0,,,28-05-2024 21:43:22,28-05-2024 21:44:41,1m - 18.626s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Footer_Copyright,Chrome 125.0.0.0,,,28-05-2024 21:43:23,28-05-2024 21:43:44,21.745s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:43:24,28-05-2024 21:43:29,5.755s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:43:29,28-05-2024 21:43:43,13.892s,PASSED
"verifyElementPresent(findTestObject(""Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""), 0)",Chrome 125.0.0.0,,,28-05-2024 21:43:43,28-05-2024 21:43:44,0.696s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:43:44,28-05-2024 21:43:44,0.528s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Footer_Email,Chrome 125.0.0.0,,,28-05-2024 21:43:45,28-05-2024 21:43:57,12.757s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:43:45,28-05-2024 21:43:46,1.406s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:43:46,28-05-2024 21:43:55,9.422s,PASSED
"verifyElementPresent(findTestObject(""Page_CURA Healthcare Service/a_infokatalon.com""), 0)",Chrome 125.0.0.0,,,28-05-2024 21:43:55,28-05-2024 21:43:56,0.872s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:43:56,28-05-2024 21:43:57,0.932s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Phone_Number,Chrome 125.0.0.0,,,28-05-2024 21:43:57,28-05-2024 21:44:34,36.259s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:43:58,28-05-2024 21:44:00,2.229s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:44:00,28-05-2024 21:44:01,1.524s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/li_(678) 813-1KMS""), ""(678) 813-1KMS"")",Chrome 125.0.0.0,,,28-05-2024 21:44:01,28-05-2024 21:44:33,31.812s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:44:33,28-05-2024 21:44:34,0.444s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Address,Chrome 125.0.0.0,,,28-05-2024 21:44:34,28-05-2024 21:44:41,7.093s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:44:34,28-05-2024 21:44:36,2.244s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:44:36,28-05-2024 21:44:37,1.198s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""))",Chrome 125.0.0.0,,,28-05-2024 21:44:37,28-05-2024 21:44:40,2.848s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:44:40,28-05-2024 21:44:41,0.614s,PASSED
