Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Login_Form,Chrome 125.0.0.0,,,27-05-2024 22:48:08,27-05-2024 22:48:54,45.864s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Login_Container,Chrome 125.0.0.0,,,27-05-2024 22:48:08,27-05-2024 22:48:15,6.561s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,27-05-2024 22:48:09,27-05-2024 22:48:10,1.609s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 125.0.0.0,,,27-05-2024 22:48:10,27-05-2024 22:48:13,2.679s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Username""), ""Username"")",Chrome 125.0.0.0,,,27-05-2024 22:48:13,27-05-2024 22:48:13,0.361s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""))",Chrome 125.0.0.0,,,27-05-2024 22:48:13,27-05-2024 22:48:13,0.323s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Password""), ""Password"")",Chrome 125.0.0.0,,,27-05-2024 22:48:13,27-05-2024 22:48:14,0.301s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""))",Chrome 125.0.0.0,,,27-05-2024 22:48:14,27-05-2024 22:48:14,0.337s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 125.0.0.0,,,27-05-2024 22:48:14,27-05-2024 22:48:14,0.312s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,27-05-2024 22:48:14,27-05-2024 22:48:15,0.310s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Demo_Account_Container,Chrome 125.0.0.0,,,27-05-2024 22:48:15,27-05-2024 22:48:20,4.794s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,27-05-2024 22:48:15,27-05-2024 22:48:15,0.641s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 125.0.0.0,,,27-05-2024 22:48:15,27-05-2024 22:48:18,2.708s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_Demo account""))",Chrome 125.0.0.0,,,27-05-2024 22:48:18,27-05-2024 22:48:18,0.303s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Demo account""), ""Demo account"")",Chrome 125.0.0.0,,,27-05-2024 22:48:18,27-05-2024 22:48:19,0.292s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Demo account_form-control""))",Chrome 125.0.0.0,,,27-05-2024 22:48:19,27-05-2024 22:48:19,0.302s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Demo account_form-control_1""))",Chrome 125.0.0.0,,,27-05-2024 22:48:19,27-05-2024 22:48:19,0.306s,PASSED
